order_id,customers,city,state,order_date,total_units,revenue,product,category,brand,store,sales_rep,weekday,months,years
435,"Keri Bridges",Richardson,TX,2016-09-14,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Rowlett Bikes","Layla Terrell",Wednesday,September,2016
436,"Yun Nelson","Ballston Spa",NY,2016-09-16,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,September,2016
436,"Yun Nelson","Ballston Spa",NY,2016-09-16,1,999.99,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Venita Daniel",Friday,September,2016
437,"Adam Thornton","Central Islip",NY,2016-09-16,1,1549,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Venita Daniel",Friday,September,2016
437,"Adam Thornton","Central Islip",NY,2016-09-16,1,999.99,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Venita Daniel",Friday,September,2016
437,"Adam Thornton","Central Islip",NY,2016-09-16,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Friday,September,2016
438,"Javier Nichols",Rowlett,TX,2016-09-16,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Friday,September,2016
438,"Javier Nichols",Rowlett,TX,2016-09-16,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Friday,September,2016
438,"Javier Nichols",Rowlett,TX,2016-09-16,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Rowlett Bikes","Kali Vargas",Friday,September,2016
438,"Javier Nichols",Rowlett,TX,2016-09-16,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Rowlett Bikes","Kali Vargas",Friday,September,2016
439,"Meredith Bryan","Spring Valley",NY,2016-09-17,2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Saturday,September,2016
439,"Meredith Bryan","Spring Valley",NY,2016-09-17,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,September,2016
440,"Hilda Harvey","Ballston Spa",NY,2016-09-17,2,898,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel",Saturday,September,2016
440,"Hilda Harvey","Ballston Spa",NY,2016-09-17,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Saturday,September,2016
441,"Morton Barron",Bakersfield,CA,2016-09-18,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Sunday,September,2016
441,"Morton Barron",Bakersfield,CA,2016-09-18,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Sunday,September,2016
442,"Etsuko Garrison","Richmond Hill",NY,2016-09-18,2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Sunday,September,2016
442,"Etsuko Garrison","Richmond Hill",NY,2016-09-18,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Sunday,September,2016
442,"Etsuko Garrison","Richmond Hill",NY,2016-09-18,2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Venita Daniel",Sunday,September,2016
443,"Pandora Estes","New Hyde Park",NY,2016-09-18,1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
443,"Pandora Estes","New Hyde Park",NY,2016-09-18,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
444,"Jamaal Albert",Torrance,CA,2016-09-19,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,September,2016
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,September,2016
444,"Jamaal Albert",Torrance,CA,2016-09-19,1,599.99,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,September,2016
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,September,2016
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,3098,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Santa Cruz Bikes","Mireya Copeland",Monday,September,2016
445,"Olevia Noel",Kingston,NY,2016-09-19,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,September,2016
445,"Olevia Noel",Kingston,NY,2016-09-19,1,599.99,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,September,2016
445,"Olevia Noel",Kingston,NY,2016-09-19,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Monday,September,2016
446,"Bart Hess",Kingston,NY,2016-09-19,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Monday,September,2016
446,"Bart Hess",Kingston,NY,2016-09-19,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Monday,September,2016
447,"Vallie Dixon",Rowlett,TX,2016-09-20,1,999.99,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,"Rowlett Bikes","Kali Vargas",Tuesday,September,2016
447,"Vallie Dixon",Rowlett,TX,2016-09-20,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Rowlett Bikes","Kali Vargas",Tuesday,September,2016
447,"Vallie Dixon",Rowlett,TX,2016-09-20,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Rowlett Bikes","Kali Vargas",Tuesday,September,2016
448,"Nichelle Howell",Scarsdale,NY,2016-09-21,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Wednesday,September,2016
448,"Nichelle Howell",Scarsdale,NY,2016-09-21,2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Wednesday,September,2016
449,"Justa Thompson",Corona,NY,2016-09-21,2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
449,"Justa Thompson",Corona,NY,2016-09-21,2,858,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel",Wednesday,September,2016
449,"Justa Thompson",Corona,NY,2016-09-21,1,749.99,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
449,"Justa Thompson",Corona,NY,2016-09-21,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
450,"Laurence Christian",Jamaica,NY,2016-09-21,1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
450,"Laurence Christian",Jamaica,NY,2016-09-21,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
450,"Laurence Christian",Jamaica,NY,2016-09-21,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
451,"Charlsie Carson","Saint Albans",NY,2016-09-21,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
452,"Trinidad Mcclain",Baldwin,NY,2016-09-22,1,599.99,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
452,"Trinidad Mcclain",Baldwin,NY,2016-09-22,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
452,"Trinidad Mcclain",Baldwin,NY,2016-09-22,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
452,"Trinidad Mcclain",Baldwin,NY,2016-09-22,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
453,"Shanna Bonner",Canandaigua,NY,2016-09-22,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
453,"Shanna Bonner",Canandaigua,NY,2016-09-22,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
453,"Shanna Bonner",Canandaigua,NY,2016-09-22,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
454,"Vanda Holmes",Syosset,NY,2016-09-23,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Friday,September,2016
454,"Vanda Holmes",Syosset,NY,2016-09-23,2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Friday,September,2016
454,"Vanda Holmes",Syosset,NY,2016-09-23,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Friday,September,2016
455,"Hildegarde Christensen",Maspeth,NY,2016-09-23,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Baldwin Bikes","Venita Daniel",Friday,September,2016
456,"Alanna Barry",Euless,TX,2016-09-23,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Friday,September,2016
456,"Alanna Barry",Euless,TX,2016-09-23,2,858,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Layla Terrell",Friday,September,2016
457,"Kami Rios",Encino,CA,2016-09-24,2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Saturday,September,2016
457,"Kami Rios",Encino,CA,2016-09-24,1,429,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano",Saturday,September,2016
457,"Kami Rios",Encino,CA,2016-09-24,1,749.99,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,"Santa Cruz Bikes","Genna Serrano",Saturday,September,2016
457,"Kami Rios",Encino,CA,2016-09-24,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Saturday,September,2016
458,"Andy O'neill","Rego Park",NY,2016-09-25,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
458,"Andy O'neill","Rego Park",NY,2016-09-25,1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
458,"Andy O'neill","Rego Park",NY,2016-09-25,1,749.99,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
458,"Andy O'neill","Rego Park",NY,2016-09-25,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
458,"Andy O'neill","Rego Park",NY,2016-09-25,2,1999.98,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
459,"Mila Good",Plattsburgh,NY,2016-09-25,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Marcelene Boyer",Sunday,September,2016
460,"Ladawn Downs",Houston,TX,2016-09-25,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Sunday,September,2016
460,"Ladawn Downs",Houston,TX,2016-09-25,2,898,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas",Sunday,September,2016
460,"Ladawn Downs",Houston,TX,2016-09-25,1,449,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas",Sunday,September,2016
460,"Ladawn Downs",Houston,TX,2016-09-25,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Rowlett Bikes","Kali Vargas",Sunday,September,2016
461,"Brittney Rojas",Kingston,NY,2016-09-26,1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Monday,September,2016
461,"Brittney Rojas",Kingston,NY,2016-09-26,1,599.99,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Monday,September,2016
461,"Brittney Rojas",Kingston,NY,2016-09-26,2,898,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel",Monday,September,2016
461,"Brittney Rojas",Kingston,NY,2016-09-26,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Monday,September,2016
461,"Brittney Rojas",Kingston,NY,2016-09-26,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Monday,September,2016
462,"Lezlie Thompson",Freeport,NY,2016-09-27,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,September,2016
463,"Brent Calderon","Corpus Christi",TX,2016-09-27,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Tuesday,September,2016
464,"Georgeann Waller","North Tonawanda",NY,2016-09-28,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
465,"Cheryll Snyder",Brooklyn,NY,2016-09-28,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Wednesday,September,2016
465,"Cheryll Snyder",Brooklyn,NY,2016-09-28,2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Wednesday,September,2016
466,"Ernest Rollins","Oakland Gardens",NY,2016-09-28,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
466,"Ernest Rollins","Oakland Gardens",NY,2016-09-28,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
466,"Ernest Rollins","Oakland Gardens",NY,2016-09-28,2,898,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel",Wednesday,September,2016
466,"Ernest Rollins","Oakland Gardens",NY,2016-09-28,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
466,"Ernest Rollins","Oakland Gardens",NY,2016-09-28,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Wednesday,September,2016
467,"Marry Benjamin",Forney,TX,2016-09-28,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Wednesday,September,2016
467,"Marry Benjamin",Forney,TX,2016-09-28,2,858,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas",Wednesday,September,2016
467,"Marry Benjamin",Forney,TX,2016-09-28,1,449,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas",Wednesday,September,2016
467,"Marry Benjamin",Forney,TX,2016-09-28,1,1549,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Rowlett Bikes","Kali Vargas",Wednesday,September,2016
467,"Marry Benjamin",Forney,TX,2016-09-28,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Rowlett Bikes","Kali Vargas",Wednesday,September,2016
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Thursday,September,2016
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,1,449,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano",Thursday,September,2016
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,2,3098,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Santa Cruz Bikes","Genna Serrano",Thursday,September,2016
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Thursday,September,2016
469,"Chere Mcfadden","Orchard Park",NY,2016-09-29,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
469,"Chere Mcfadden","Orchard Park",NY,2016-09-29,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
469,"Chere Mcfadden","Orchard Park",NY,2016-09-29,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,September,2016
470,"Derrick Marks",Glendora,CA,2016-09-30,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Friday,September,2016
470,"Derrick Marks",Glendora,CA,2016-09-30,1,449,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano",Friday,September,2016
470,"Derrick Marks",Glendora,CA,2016-09-30,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Friday,September,2016
471,"Alane Mccarty","San Diego",CA,2016-09-30,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Friday,September,2016
471,"Alane Mccarty","San Diego",CA,2016-09-30,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Friday,September,2016
472,"Jeanett Herman",Lindenhurst,NY,2016-09-30,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,September,2016
472,"Jeanett Herman",Lindenhurst,NY,2016-09-30,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,September,2016
473,"Elmo Arnold","Long Beach",NY,2016-09-30,1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,September,2016
474,"Rory Cooper",Rocklin,CA,2016-10-01,2,898,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano",Saturday,October,2016
474,"Rory Cooper",Rocklin,CA,2016-10-01,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Santa Cruz Bikes","Genna Serrano",Saturday,October,2016
475,"Manie Sanchez",Queensbury,NY,2016-10-01,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Saturday,October,2016
475,"Manie Sanchez",Queensbury,NY,2016-10-01,2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Saturday,October,2016
475,"Manie Sanchez",Queensbury,NY,2016-10-01,2,858,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel",Saturday,October,2016
476,"Basilia Thornton",Brentwood,NY,2016-10-01,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Saturday,October,2016
476,"Basilia Thornton",Brentwood,NY,2016-10-01,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Saturday,October,2016
476,"Basilia Thornton",Brentwood,NY,2016-10-01,2,3361.98,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Marcelene Boyer",Saturday,October,2016
476,"Basilia Thornton",Brentwood,NY,2016-10-01,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,October,2016
477,"Josie Schultz","Canyon Country",CA,2016-10-02,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Santa Cruz Bikes","Mireya Copeland",Sunday,October,2016
477,"Josie Schultz","Canyon Country",CA,2016-10-02,1,1549,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Santa Cruz Bikes","Mireya Copeland",Sunday,October,2016
478,"Jayme Zamora","Springfield Gardens",NY,2016-10-02,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Sunday,October,2016
479,"Ivette Warren","Franklin Square",NY,2016-10-03,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,October,2016
479,"Ivette Warren","Franklin Square",NY,2016-10-03,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,October,2016
479,"Ivette Warren","Franklin Square",NY,2016-10-03,1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,October,2016
479,"Ivette Warren","Franklin Square",NY,2016-10-03,1,1549,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Marcelene Boyer",Monday,October,2016
479,"Ivette Warren","Franklin Square",NY,2016-10-03,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Monday,October,2016
480,"Darcel Harmon","Santa Clara",CA,2016-10-04,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Tuesday,October,2016
480,"Darcel Harmon","Santa Clara",CA,2016-10-04,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Tuesday,October,2016
480,"Darcel Harmon","Santa Clara",CA,2016-10-04,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Tuesday,October,2016
481,"Jayson Rutledge","Lake Jackson",TX,2016-10-04,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Tuesday,October,2016
481,"Jayson Rutledge","Lake Jackson",TX,2016-10-04,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Tuesday,October,2016
481,"Jayson Rutledge","Lake Jackson",TX,2016-10-04,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Rowlett Bikes","Layla Terrell",Tuesday,October,2016
482,"Whitney Cash",Hamburg,NY,2016-10-05,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Wednesday,October,2016
482,"Whitney Cash",Hamburg,NY,2016-10-05,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Wednesday,October,2016
483,"Diana Cobb",Fullerton,CA,2016-10-06,1,429,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland",Thursday,October,2016
484,"Iola Rasmussen",Monroe,NY,2016-10-06,1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
484,"Iola Rasmussen",Monroe,NY,2016-10-06,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
484,"Iola Rasmussen",Monroe,NY,2016-10-06,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
484,"Iola Rasmussen",Monroe,NY,2016-10-06,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
485,"Birdie Kramer",Troy,NY,2016-10-06,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
485,"Birdie Kramer",Troy,NY,2016-10-06,2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
486,"Vinnie Chan","Forest Hills",NY,2016-10-06,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
486,"Vinnie Chan","Forest Hills",NY,2016-10-06,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,October,2016
487,"George Pickett",Sunnyside,NY,2016-10-06,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Thursday,October,2016
